Primary_Key_2018_2019,School_Name,Grade_Test_Type,Mastery_Level,Baseline_Year,Compared_Year,YOY_State_2019,YOY_Region_2019,YOY_District_2019,YOY_African_American_2019,YoY_Hispanic_2019,YoY_White_2019,YoY_Econ_Disadv_2019,YoY_ELL_2019,Primary_Key_2019_2021,YOY_State_2021,YOY_Region_2021,YOY_District_2021,YOY_African_American_2021,YoY_Hispanic_2021,YoY_White_2021,YoY_Econ_Disadv_2021,YoY_ELL_2021,Primary_Key_2021_2022,YOY_State_2022,YOY_Region_2022,YOY_District_2022,YOY_African_American_2022,YoY_Hispanic_2022,YoY_White_2022,YoY_Econ_Disadv_2022,YoY_ELL_2022
,YES_Prep,Grade 7 Writing,At Meets Grade Level or Above,2019,2021,,,,,,,,,YES_Prep_Grade 7 Writing_At Meets Grade Level or Above_2021,-0.09,-0.09,-0.16,-0.06,-0.18,-0.06,-0.17,-0.2,,,,,,,,,
,YES_Prep,Grade 7 Writing,At Approaches Grade Level or Above,2019,2021,,,,,,,,,YES_Prep_Grade 7 Writing_At Approaches Grade Level or Above_2021,-0.07,-0.09,-0.15,-0.14,-0.15,-0.04,-0.14,-0.18,,,,,,,,,
,YES_Prep,Grade 8 Mathematics+,At Masters Grade Level,2019,2021,,,,,,,,,YES_Prep_Grade 8 Mathematics+_At Masters Grade Level_2021,-0.06,-0.07,-0.2,-0.13,-0.21,-0.17,-0.19,-0.15,,,,,,,,,
,YES_Prep,Grade 8 Mathematics+,At Meets Grade Level or Above,2019,2021,,,,,,,,,YES_Prep_Grade 8 Mathematics+_At Meets Grade Level or Above_2021,-0.21,-0.21,-0.41,-0.38,-0.42,-0.4,-0.41,-0.37,,,,,,,,,
,YES_Prep,Grade 8 Mathematics+,At Approaches Grade Level or Above,2019,2021,,,,,,,,,YES_Prep_Grade 8 Mathematics+_At Approaches Grade Level or Above_2021,-0.26,-0.26,-0.37,-0.5,-0.37,-0.23,-0.39,-0.39,,,,,,,,,
,YES_Prep,Grade 8 Reading+,At Masters Grade Level,2019,2021,,,,,,,,,YES_Prep_Grade 8 Reading+_At Masters Grade Level_2021,-0.07,-0.08,-0.1,-0.07,-0.1,0.09,-0.1,-0.05,,,,,,,,,
,YES_Prep,Grade 8 Reading+,At Meets Grade Level or Above,2019,2021,,,,,,,,,YES_Prep_Grade 8 Reading+_At Meets Grade Level or Above_2021,-0.09,-0.08,-0.14,-0.08,-0.15,0.17,-0.16,-0.07,,,,,,,,,
,YES_Prep,Grade 8 Reading+,At Approaches Grade Level or Above,2019,2021,,,,,,,,,YES_Prep_Grade 8 Reading+_At Approaches Grade Level or Above_2021,-0.13,-0.12,-0.16,-0.17,-0.17,0.04,-0.17,-0.14,,,,,,,,,
,Aldine_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2022,0.09,0.09,0.15,0.14,0.14,0.32,0.15,0.15
,Aldine_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 3 Mathematics_At Masters Grade Level_2022,0.07,0.07,0.04,0.04,0.04,0.04,0.05,0.04
,Aldine_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2022,0.12,0.13,0.13,0.09,0.13,0.19,0.12,0.12
,Aldine_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2022,0.09,0.08,0.17,0.16,0.18,0.13,0.17,0.17
,Aldine_ISD,Grade 3 Reading,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 3 Reading_At Masters Grade Level_2022,0.11,0.11,0.08,0.05,0.09,0.09,0.09,0.07
,Aldine_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 3 Reading_At Meets Grade Level or Above_2022,0.12,0.13,0.16,0.12,0.17,0.21,0.16,0.15
,Aldine_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2022,0.11,0.1,0.13,0.13,0.13,0.001,0.14,0.13
,Aldine_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 4 Mathematics_At Masters Grade Level_2022,0.02,0.02,0.03,0.01,0.05,-0.08,0.04,0.04
,Aldine_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2022,0.07,0.07,0.07,0.03,0.09,-0.08,0.07,0.1
,Aldine_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2022,0.14,0.14,0.21,0.22,0.22,0.05,0.22,0.22
,Aldine_ISD,Grade 4 Reading,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 4 Reading_At Masters Grade Level_2022,0.11,0.12,0.09,0.07,0.1,0.08,0.09,0.1
,Aldine_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 4 Reading_At Meets Grade Level or Above_2022,0.18,0.18,0.2,0.18,0.21,0.08,0.21,0.21
,Aldine_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 5 Mathematics_At Approaches Grade Level or Above_2022,0.07,0.06,0.09,0.08,0.1,0.09,0.1,0.11
,Aldine_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 5 Mathematics_At Masters Grade Level_2022,0.001,0.001,0.03,0.03,0.03,0.13,0.02,0.03
,Aldine_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 5 Mathematics_At Meets Grade Level or Above_2022,0.04,0.04,0.06,0.04,0.07,0.11,0.06,0.07
,Aldine_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 5 Reading_At Approaches Grade Level or Above_2022,0.08,0.08,0.1,0.11,0.11,0.06,0.12,0.12
,Aldine_ISD,Grade 5 Reading,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 5 Reading_At Masters Grade Level_2022,0.06,0.07,0.07,0.04,0.09,0.11,0.07,0.09
,Aldine_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 5 Reading_At Meets Grade Level or Above_2022,0.12,0.11,0.14,0.1,0.15,0.16,0.14,0.17
,Aldine_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 5 Science_At Approaches Grade Level or Above_2022,0.04,0.04,0.03,0.02,0.05,0.01,0.04,0.05
,Aldine_ISD,Grade 5 Science,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 5 Science_At Masters Grade Level_2022,0.05,0.05,0.03,0.01,0.03,0.11,0.03,0.03
,Aldine_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 5 Science_At Meets Grade Level or Above_2022,0.07,0.07,0.06,0.03,0.07,0.16,0.06,0.07
,Aldine_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above_2022,0.05,0.05,0.04,0.04,0.05,0.02,0.04,0.04
,Aldine_ISD,Grade 6 Mathematics,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 6 Mathematics_At Masters Grade Level_2022,0.01,0.01,0.02,0.02,0.02,0.08,0.02,0.01
,Aldine_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 6 Mathematics_At Meets Grade Level or Above_2022,0.03,0.03,0.04,0.04,0.04,-0.03,0.04,0.03
,Aldine_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 6 Reading_At Approaches Grade Level or Above_2022,0.08,0.06,0.06,0.05,0.07,0.15,0.06,0.06
,Aldine_ISD,Grade 6 Reading,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 6 Reading_At Masters Grade Level_2022,0.08,0.08,0.03,0.05,0.03,0.16,0.04,0.02
,Aldine_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 6 Reading_At Meets Grade Level or Above_2022,0.11,0.1,0.08,0.07,0.08,0.22,0.07,0.06
,Aldine_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above_2022,0.06,0.06,0.05,0.02,0.05,0.15,0.04,0.05
,Aldine_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 7 Mathematics_At Meets Grade Level or Above_2022,0.04,0.05,0.04,0.01,0.06,0.09,0.04,0.05
,Aldine_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 7 Reading_At Approaches Grade Level or Above_2022,0.11,0.1,0.11,0.13,0.11,0.17,0.12,0.1
,Aldine_ISD,Grade 7 Reading,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 7 Reading_At Masters Grade Level_2022,0.12,0.12,0.07,0.05,0.08,0.13,0.08,0.05
,Aldine_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aldine_ISD_Grade 7 Reading_At Meets Grade Level or Above_2022,0.11,0.11,0.08,0.09,0.09,0.1,0.08,0.05
,Alief_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2022,0.09,0.09,0.15,0.13,0.17,0.23,0.15,0.15
,Alief_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 3 Mathematics_At Masters Grade Level_2022,0.07,0.07,0.09,0.06,0.08,0.13,0.08,0.1
,Alief_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2022,0.12,0.13,0.16,0.14,0.16,0.27,0.17,0.16
,Alief_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2022,0.09,0.08,0.14,0.12,0.15,0.23,0.16,0.16
,Alief_ISD,Grade 3 Reading,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 3 Reading_At Masters Grade Level_2022,0.11,0.11,0.11,0.12,0.09,0.19,0.11,0.1
,Alief_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 3 Reading_At Meets Grade Level or Above_2022,0.12,0.13,0.17,0.18,0.16,0.23,0.19,0.17
,Alief_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2022,0.11,0.1,0.18,0.16,0.18,0.24,0.17,0.18
,Alief_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 4 Mathematics_At Masters Grade Level_2022,0.02,0.02,0.06,0.04,0.07,0.05,0.07,0.07
,Alief_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2022,0.07,0.07,0.13,0.09,0.13,0.12,0.13,0.14
,Alief_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2022,0.14,0.14,0.22,0.18,0.23,0.16,0.22,0.23
,Alief_ISD,Grade 4 Reading,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 4 Reading_At Masters Grade Level_2022,0.11,0.12,0.13,0.14,0.13,0.08,0.13,0.13
,Alief_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 4 Reading_At Meets Grade Level or Above_2022,0.18,0.18,0.2,0.17,0.21,0.27,0.21,0.2
,Alief_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 5 Mathematics_At Approaches Grade Level or Above_2022,0.07,0.06,0.07,0.06,0.09,0.13,0.09,0.09
,Alief_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 5 Mathematics_At Masters Grade Level_2022,0.001,0.001,0.02,0.01,0.02,0.05,0.03,0.02
,Alief_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 5 Mathematics_At Meets Grade Level or Above_2022,0.04,0.04,0.04,0.01,0.05,0.09,0.05,0.07
,Alief_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 5 Reading_At Approaches Grade Level or Above_2022,0.08,0.08,0.11,0.09,0.13,0.17,0.13,0.12
,Alief_ISD,Grade 5 Reading,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 5 Reading_At Masters Grade Level_2022,0.06,0.07,0.08,0.05,0.09,0.2,0.1,0.09
,Alief_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 5 Reading_At Meets Grade Level or Above_2022,0.12,0.11,0.14,0.12,0.13,0.25,0.16,0.14
,Alief_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 5 Science_At Approaches Grade Level or Above_2022,0.04,0.04,0.06,0.01,0.09,0.15,0.08,0.09
,Alief_ISD,Grade 5 Science,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 5 Science_At Masters Grade Level_2022,0.05,0.05,0.04,0.01,0.04,0.07,0.04,0.04
,Alief_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 5 Science_At Meets Grade Level or Above_2022,0.07,0.07,0.07,0.02,0.08,0.14,0.08,0.09
,Alief_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above_2022,0.05,0.05,0.08,0.08,0.09,0.03,0.1,0.09
,Alief_ISD,Grade 6 Mathematics,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 6 Mathematics_At Masters Grade Level_2022,0.01,0.01,0.03,0.01,0.03,-0.03,0.03,0.03
,Alief_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 6 Mathematics_At Meets Grade Level or Above_2022,0.03,0.03,0.05,0.04,0.03,0.02,0.05,0.04
,Alief_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 6 Reading_At Approaches Grade Level or Above_2022,0.08,0.06,0.12,0.1,0.11,0.1,0.11,0.1
,Alief_ISD,Grade 6 Reading,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 6 Reading_At Masters Grade Level_2022,0.08,0.08,0.07,0.08,0.06,0.06,0.07,0.06
,Alief_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 6 Reading_At Meets Grade Level or Above_2022,0.11,0.1,0.12,0.11,0.12,0.05,0.13,0.12
,Alief_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above_2022,0.06,0.06,0.1,0.11,0.1,0.08,0.11,0.09
,Alief_ISD,Grade 7 Mathematics,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 7 Mathematics_At Masters Grade Level_2022,0.01,0.02,0.06,0.06,0.05,0.14,0.05,0.05
,Alief_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 7 Mathematics_At Meets Grade Level or Above_2022,0.04,0.05,0.12,0.1,0.12,0.16,0.12,0.11
,Alief_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 7 Reading_At Approaches Grade Level or Above_2022,0.11,0.1,0.11,0.1,0.12,0.15,0.13,0.11
,Alief_ISD,Grade 7 Reading,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 7 Reading_At Masters Grade Level_2022,0.12,0.12,0.09,0.11,0.08,0.17,0.1,0.1
,Alief_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Alief_ISD_Grade 7 Reading_At Meets Grade Level or Above_2022,0.11,0.11,0.13,0.11,0.12,0.29,0.13,0.1
,Aristoi_Classical_Academy,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aristoi_Classical_Academy_Grade 3 Mathematics_At Approaches Grade Level or Above_2022,0.09,0.09,0.01,-0.09,-0.04,0.13,0.11,0.2
,Aristoi_Classical_Academy,Grade 3 Reading,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aristoi_Classical_Academy_Grade 3 Reading_At Approaches Grade Level or Above_2022,0.09,0.08,0.02,-0.09,-0.01,0.06,0.05,0.001
,Aristoi_Classical_Academy,Grade 3 Reading,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Aristoi_Classical_Academy_Grade 3 Reading_At Masters Grade Level_2022,0.11,0.11,0.14,-0.27,0.11,0.22,0.35,0.001
,Aristoi_Classical_Academy,Grade 3 Reading,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Aristoi_Classical_Academy_Grade 3 Reading_At Meets Grade Level or Above_2022,0.12,0.13,0.08,-0.28,0.02,0.22,0.41,0.001
,Beta_Academy,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Beta_Academy_Grade 5 Mathematics_At Approaches Grade Level or Above_2022,0.07,0.06,0.04,-0.07,0.03,0.001,0.001,0.1
,Beta_Academy,Grade 5 Mathematics,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Beta_Academy_Grade 5 Mathematics_At Masters Grade Level_2022,0.001,0.001,-0.24,-0.32,-0.23,-0.36,-0.24,-0.06
,Beta_Academy,Grade 5 Mathematics,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Beta_Academy_Grade 5 Mathematics_At Meets Grade Level or Above_2022,0.04,0.04,0.001,-0.13,0.04,-0.57,-0.02,0.11
,Beta_Academy,Grade 5 Reading,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Beta_Academy_Grade 5 Reading_At Approaches Grade Level or Above_2022,0.08,0.08,-0.03,-0.04,-0.04,-0.14,-0.1,-0.01
,Beta_Academy,Grade 5 Reading,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Beta_Academy_Grade 5 Reading_At Masters Grade Level_2022,0.06,0.07,0.01,-0.17,0.01,0.21,-0.01,0.001
,Beta_Academy,Grade 5 Reading,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Beta_Academy_Grade 5 Reading_At Meets Grade Level or Above_2022,0.12,0.11,-0.02,0.001,-0.07,0.19,-0.08,-0.02
,Beta_Academy,Grade 5 Science,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Beta_Academy_Grade 5 Science_At Approaches Grade Level or Above_2022,0.04,0.04,-0.13,-0.35,-0.14,0.17,-0.15,-0.12
,Beta_Academy,Grade 5 Science,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Beta_Academy_Grade 5 Science_At Masters Grade Level_2022,0.05,0.05,-0.12,-0.2,-0.08,-0.36,-0.06,-0.12
,Beta_Academy,Grade 5 Science,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Beta_Academy_Grade 5 Science_At Meets Grade Level or Above_2022,0.07,0.07,-0.17,-0.28,-0.18,-0.4,-0.12,-0.16
,Beta_Academy,Grade 6 Mathematics,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Beta_Academy_Grade 6 Mathematics_At Approaches Grade Level or Above_2022,0.05,0.05,0.08,-0.07,0.12,0.001,0.13,0.08
,Beta_Academy,Grade 6 Mathematics,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Beta_Academy_Grade 6 Mathematics_At Masters Grade Level_2022,0.01,0.01,0.17,0.4,0.1,0.4,0.11,0.09
,Beta_Academy,Grade 6 Mathematics,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Beta_Academy_Grade 6 Mathematics_At Meets Grade Level or Above_2022,0.03,0.03,0.21,0.47,0.21,0.001,0.24,0.09
,Beta_Academy,Grade 6 Reading,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Beta_Academy_Grade 6 Reading_At Approaches Grade Level or Above_2022,0.08,0.06,0.02,-0.07,0.07,-0.2,0.06,-0.04
,Beta_Academy,Grade 6 Reading,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Beta_Academy_Grade 6 Reading_At Masters Grade Level_2022,0.08,0.08,0.23,0.53,0.19,0.4,0.21,0.13
,Beta_Academy,Grade 6 Reading,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Beta_Academy_Grade 6 Reading_At Meets Grade Level or Above_2022,0.11,0.1,0.25,0.48,0.26,0.001,0.24,0.11
,Channelview_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2022,0.09,0.09,0.05,0.1,0.05,-0.02,0.07,0.05
,Channelview_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 3 Mathematics_At Masters Grade Level_2022,0.07,0.07,0.04,0.001,0.04,0.17,0.04,0.03
,Channelview_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2022,0.12,0.13,0.1,0.15,0.1,0.11,0.1,0.08
,Channelview_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2022,0.09,0.08,0.04,0.16,0.03,-0.04,0.06,0.03
,Channelview_ISD,Grade 3 Reading,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 3 Reading_At Masters Grade Level_2022,0.11,0.11,0.06,0.03,0.06,0.09,0.05,0.06
,Channelview_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 3 Reading_At Meets Grade Level or Above_2022,0.12,0.13,0.09,0.15,0.09,0.1,0.13,0.11
,Channelview_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2022,0.11,0.1,0.09,0.02,0.11,0.13,0.1,0.11
,Channelview_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 4 Mathematics_At Masters Grade Level_2022,0.02,0.02,0.001,-0.09,0.01,0.06,0.001,0.02
,Channelview_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2022,0.07,0.07,0.08,-0.06,0.09,0.1,0.07,0.11
,Channelview_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2022,0.14,0.14,0.16,0.14,0.16,0.15,0.18,0.14
,Channelview_ISD,Grade 4 Reading,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 4 Reading_At Masters Grade Level_2022,0.11,0.12,0.12,0.06,0.12,0.24,0.11,0.12
,Channelview_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 4 Reading_At Meets Grade Level or Above_2022,0.18,0.18,0.22,0.17,0.21,0.34,0.19,0.21
,Channelview_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 5 Mathematics_At Approaches Grade Level or Above_2022,0.07,0.06,0.1,0.17,0.08,0.16,0.1,0.1
,Channelview_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 5 Mathematics_At Masters Grade Level_2022,0.001,0.001,0.06,0.08,0.06,0.001,0.08,0.09
,Channelview_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 5 Mathematics_At Meets Grade Level or Above_2022,0.04,0.04,0.1,0.13,0.09,0.11,0.1,0.16
,Channelview_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 5 Reading_At Approaches Grade Level or Above_2022,0.08,0.08,0.13,0.18,0.11,0.27,0.15,0.15
,Channelview_ISD,Grade 5 Reading,At Masters Grade Level,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 5 Reading_At Masters Grade Level_2022,0.06,0.07,0.09,0.13,0.07,0.17,0.09,0.1
,Channelview_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021,2022,,,,,,,,,,,,,,,,,,Channelview_ISD_Grade 5 Reading_At Meets Grade Level or Above_2022,0.12,0.11,0.15,0.2,0.13,0.31,0.16,0.14
